sequence,sequence_index,seed,stage,new_task,evaluated_skill,skill_stage,is_retention_check,strategy,source_task,compatibility_score,solve_accuracy,adaptation_steps,new_skill_acquisition_success,pre_accuracy,post_accuracy,retention_delta,retention_ratio,retention_pass
addition→multiplication→squares,1,2,0,addition,addition,0,False,scratch,,0.0,0.0,325,True,0.8566666666666667,0.8566666666666667,0.0,1.0,True
addition→multiplication→squares,1,2,1,multiplication,addition,0,True,scratch,,0.0022273096890365425,0.078125,964,True,0.8566666666666667,0.8566666666666667,0.0,1.0,True
addition→multiplication→squares,1,2,1,multiplication,multiplication,1,False,scratch,,0.0022273096890365425,0.078125,964,True,0.8233333333333334,0.8233333333333334,0.0,1.0,True
addition→multiplication→squares,1,2,2,squares,addition,0,True,scratch,,2.7202453868209215e-05,0.109375,1465,True,0.8566666666666667,0.8566666666666667,0.0,1.0,True
addition→multiplication→squares,1,2,2,squares,multiplication,1,True,scratch,,2.7202453868209215e-05,0.109375,1465,True,0.8233333333333334,0.8233333333333334,0.0,1.0,True
addition→multiplication→squares,1,2,2,squares,squares,2,False,scratch,,2.7202453868209215e-05,0.109375,1465,True,0.7966666666666666,0.7966666666666666,0.0,1.0,True
addition→multiplication→squares,1,3,0,addition,addition,0,False,scratch,,0.0,0.0,314,True,0.8866666666666667,0.8866666666666667,0.0,1.0,True
addition→multiplication→squares,1,3,1,multiplication,addition,0,True,scratch,,0.008474180291519947,0.0,1333,True,0.8866666666666667,0.8866666666666667,0.0,1.0,True
addition→multiplication→squares,1,3,1,multiplication,multiplication,1,False,scratch,,0.008474180291519947,0.0,1333,True,0.89,0.89,0.0,1.0,True
addition→multiplication→squares,1,3,2,squares,addition,0,True,scratch,,0.000861415119759926,0.0625,1500,False,0.8866666666666667,0.8866666666666667,0.0,1.0,True
addition→multiplication→squares,1,3,2,squares,multiplication,1,True,scratch,,0.000861415119759926,0.0625,1500,False,0.89,0.89,0.0,1.0,True
addition→multiplication→squares,1,4,0,addition,addition,0,False,scratch,,0.0,0.0,265,True,0.8133333333333334,0.8133333333333334,0.0,1.0,True
addition→multiplication→squares,1,4,1,multiplication,addition,0,True,scratch,,0.00023777006895028986,0.078125,987,True,0.8133333333333334,0.8133333333333334,0.0,1.0,True
addition→multiplication→squares,1,4,1,multiplication,multiplication,1,False,scratch,,0.00023777006895028986,0.078125,987,True,0.8133333333333334,0.8133333333333334,0.0,1.0,True
addition→multiplication→squares,1,4,2,squares,addition,0,True,scratch,,0.009646398345511228,0.140625,1500,False,0.8133333333333334,0.8133333333333334,0.0,1.0,True
addition→multiplication→squares,1,4,2,squares,multiplication,1,True,scratch,,0.009646398345511228,0.140625,1500,False,0.8133333333333334,0.8133333333333334,0.0,1.0,True
addition→multiplication→squares,1,5,0,addition,addition,0,False,scratch,,0.0,0.0,214,True,0.7766666666666666,0.7766666666666666,0.0,1.0,True
addition→multiplication→squares,1,5,1,multiplication,addition,0,True,scratch,,0.002383640907821101,0.09375,974,True,0.7766666666666666,0.7766666666666666,0.0,1.0,True
addition→multiplication→squares,1,5,1,multiplication,multiplication,1,False,scratch,,0.002383640907821101,0.09375,974,True,0.7466666666666667,0.7466666666666667,0.0,1.0,True
addition→multiplication→squares,1,5,2,squares,addition,0,True,scratch,,2.417980007166274e-06,0.15625,1500,False,0.7766666666666666,0.7766666666666666,0.0,1.0,True
addition→multiplication→squares,1,5,2,squares,multiplication,1,True,scratch,,2.417980007166274e-06,0.15625,1500,False,0.7466666666666667,0.7466666666666667,0.0,1.0,True
addition→multiplication→squares,1,6,0,addition,addition,0,False,scratch,,0.0,0.0,299,True,0.8033333333333333,0.8033333333333333,0.0,1.0,True
addition→multiplication→squares,1,6,1,multiplication,addition,0,True,scratch,,0.00015109962951331655,0.03125,1436,True,0.8033333333333333,0.8033333333333333,0.0,1.0,True
addition→multiplication→squares,1,6,1,multiplication,multiplication,1,False,scratch,,0.00015109962951331655,0.03125,1436,True,0.82,0.82,0.0,1.0,True
addition→multiplication→squares,1,6,2,squares,addition,0,True,scratch,,9.725951398500648e-05,0.078125,1500,False,0.8033333333333333,0.8033333333333333,0.0,1.0,True
addition→multiplication→squares,1,6,2,squares,multiplication,1,True,scratch,,9.725951398500648e-05,0.078125,1500,False,0.82,0.82,0.0,1.0,True
addition→multiplication→squares,1,7,0,addition,addition,0,False,scratch,,0.0,0.0,299,True,0.84,0.84,0.0,1.0,True
addition→multiplication→squares,1,7,1,multiplication,addition,0,True,scratch,,0.0018401415537294932,0.015625,1162,True,0.84,0.84,0.0,1.0,True
addition→multiplication→squares,1,7,1,multiplication,multiplication,1,False,scratch,,0.0018401415537294932,0.015625,1162,True,0.86,0.86,0.0,1.0,True
addition→multiplication→squares,1,7,2,squares,addition,0,True,scratch,,2.4823890649229223e-05,0.125,1500,False,0.84,0.84,0.0,1.0,True
addition→multiplication→squares,1,7,2,squares,multiplication,1,True,scratch,,2.4823890649229223e-05,0.125,1500,False,0.86,0.86,0.0,1.0,True
addition→multiplication→squares,1,8,0,addition,addition,0,False,scratch,,0.0,0.0,304,True,0.8166666666666667,0.8166666666666667,0.0,1.0,True
addition→multiplication→squares,1,8,1,multiplication,addition,0,True,scratch,,0.0052819511445062655,0.078125,1088,True,0.8166666666666667,0.8166666666666667,0.0,1.0,True
addition→multiplication→squares,1,8,1,multiplication,multiplication,1,False,scratch,,0.0052819511445062655,0.078125,1088,True,0.8066666666666666,0.8066666666666666,0.0,1.0,True
addition→multiplication→squares,1,8,2,squares,addition,0,True,scratch,,7.813336298230286e-06,0.125,1500,False,0.8166666666666667,0.8166666666666667,0.0,1.0,True
addition→multiplication→squares,1,8,2,squares,multiplication,1,True,scratch,,7.813336298230286e-06,0.125,1500,False,0.8066666666666666,0.8066666666666666,0.0,1.0,True
addition→multiplication→squares,1,9,0,addition,addition,0,False,scratch,,0.0,0.0,296,True,0.8233333333333334,0.8233333333333334,0.0,1.0,True
addition→multiplication→squares,1,9,1,multiplication,addition,0,True,scratch,,0.008025415582183575,0.03125,1011,True,0.8233333333333334,0.8233333333333334,0.0,1.0,True
addition→multiplication→squares,1,9,1,multiplication,multiplication,1,False,scratch,,0.008025415582183575,0.03125,1011,True,0.8066666666666666,0.8066666666666666,0.0,1.0,True
addition→multiplication→squares,1,9,2,squares,addition,0,True,scratch,,0.0034630780481946072,0.09375,1500,False,0.8233333333333334,0.8233333333333334,0.0,1.0,True
addition→multiplication→squares,1,9,2,squares,multiplication,1,True,scratch,,0.0034630780481946072,0.09375,1500,False,0.8066666666666666,0.8066666666666666,0.0,1.0,True
addition→multiplication→squares,1,10,0,addition,addition,0,False,scratch,,0.0,0.0,329,True,0.8566666666666667,0.8566666666666667,0.0,1.0,True
addition→multiplication→squares,1,10,1,multiplication,addition,0,True,scratch,,0.0010747474663148277,0.078125,1180,True,0.8566666666666667,0.8566666666666667,0.0,1.0,True
addition→multiplication→squares,1,10,1,multiplication,multiplication,1,False,scratch,,0.0010747474663148277,0.078125,1180,True,0.8033333333333333,0.8033333333333333,0.0,1.0,True
addition→multiplication→squares,1,10,2,squares,addition,0,True,scratch,,1.9366745375671982e-05,0.09375,1320,True,0.8566666666666667,0.8566666666666667,0.0,1.0,True
addition→multiplication→squares,1,10,2,squares,multiplication,1,True,scratch,,1.9366745375671982e-05,0.09375,1320,True,0.8033333333333333,0.8033333333333333,0.0,1.0,True
addition→multiplication→squares,1,10,2,squares,squares,2,False,scratch,,1.9366745375671982e-05,0.09375,1320,True,0.8366666666666667,0.8366666666666667,0.0,1.0,True
addition→multiplication→squares,1,11,0,addition,addition,0,False,scratch,,0.0,0.0,290,True,0.8433333333333334,0.8433333333333334,0.0,1.0,True
addition→multiplication→squares,1,11,1,multiplication,addition,0,True,scratch,,0.014165870690346952,0.0,1331,True,0.8433333333333334,0.8433333333333334,0.0,1.0,True
addition→multiplication→squares,1,11,1,multiplication,multiplication,1,False,scratch,,0.014165870690346952,0.0,1331,True,0.8433333333333334,0.8433333333333334,0.0,1.0,True
addition→multiplication→squares,1,11,2,squares,addition,0,True,scratch,,1.3887473944299628e-05,0.15625,1500,False,0.8433333333333334,0.8433333333333334,0.0,1.0,True
addition→multiplication→squares,1,11,2,squares,multiplication,1,True,scratch,,1.3887473944299628e-05,0.15625,1500,False,0.8433333333333334,0.8433333333333334,0.0,1.0,True
addition→multiplication→squares,1,12,0,addition,addition,0,False,scratch,,0.0,0.0,326,True,0.8033333333333333,0.8033333333333333,0.0,1.0,True
addition→multiplication→squares,1,12,1,multiplication,addition,0,True,scratch,,0.013477537268878608,0.015625,964,True,0.8033333333333333,0.8033333333333333,0.0,1.0,True
addition→multiplication→squares,1,12,1,multiplication,multiplication,1,False,scratch,,0.013477537268878608,0.015625,964,True,0.79,0.79,0.0,1.0,True
addition→multiplication→squares,1,12,2,squares,addition,0,True,scratch,,0.00016594873380428024,0.1875,1500,False,0.8033333333333333,0.8033333333333333,0.0,1.0,True
addition→multiplication→squares,1,12,2,squares,multiplication,1,True,scratch,,0.00016594873380428024,0.1875,1500,False,0.79,0.79,0.0,1.0,True
addition→multiplication→squares,1,13,0,addition,addition,0,False,scratch,,0.0,0.0,299,True,0.8633333333333333,0.8633333333333333,0.0,1.0,True
addition→multiplication→squares,1,13,1,multiplication,addition,0,True,scratch,,0.006243237159666509,0.046875,1317,True,0.8633333333333333,0.8633333333333333,0.0,1.0,True
addition→multiplication→squares,1,13,1,multiplication,multiplication,1,False,scratch,,0.006243237159666509,0.046875,1317,True,0.8333333333333334,0.8333333333333334,0.0,1.0,True
addition→multiplication→squares,1,13,2,squares,addition,0,True,scratch,,0.0003918956927112472,0.171875,1500,False,0.8633333333333333,0.8633333333333333,0.0,1.0,True
addition→multiplication→squares,1,13,2,squares,multiplication,1,True,scratch,,0.0003918956927112472,0.171875,1500,False,0.8333333333333334,0.8333333333333334,0.0,1.0,True
addition→multiplication→squares,1,14,0,addition,addition,0,False,scratch,,0.0,0.0,324,True,0.8833333333333333,0.8833333333333333,0.0,1.0,True
addition→multiplication→squares,1,14,1,multiplication,addition,0,True,scratch,,0.00551256971141204,0.03125,1064,True,0.8833333333333333,0.8833333333333333,0.0,1.0,True
addition→multiplication→squares,1,14,1,multiplication,multiplication,1,False,scratch,,0.00551256971141204,0.03125,1064,True,0.82,0.82,0.0,1.0,True
addition→multiplication→squares,1,14,2,squares,addition,0,True,scratch,,6.769457423000521e-05,0.171875,1500,False,0.8833333333333333,0.8833333333333333,0.0,1.0,True
addition→multiplication→squares,1,14,2,squares,multiplication,1,True,scratch,,6.769457423000521e-05,0.171875,1500,False,0.82,0.82,0.0,1.0,True
addition→multiplication→powers,2,0,0,addition,addition,0,False,scratch,,0.0,0.0,271,True,0.8966666666666666,0.8966666666666666,0.0,1.0,True
addition→multiplication→powers,2,0,1,multiplication,addition,0,True,scratch,,0.0019670897474601766,0.0,1418,True,0.8966666666666666,0.8966666666666666,0.0,1.0,True
addition→multiplication→powers,2,0,1,multiplication,multiplication,1,False,scratch,,0.0019670897474601766,0.0,1418,True,0.8466666666666667,0.8466666666666667,0.0,1.0,True
addition→multiplication→powers,2,0,2,powers,addition,0,True,clone,multiplication,0.9158494788209395,0.3125,158,True,0.8966666666666666,0.8966666666666666,0.0,1.0,True
addition→multiplication→powers,2,0,2,powers,multiplication,1,True,clone,multiplication,0.9158494788209395,0.3125,158,True,0.8466666666666667,0.8466666666666667,0.0,1.0,True
addition→multiplication→powers,2,0,2,powers,powers,2,False,clone,multiplication,0.9158494788209395,0.3125,158,True,0.85,0.85,0.0,1.0,True
addition→multiplication→powers,2,1,0,addition,addition,0,False,scratch,,0.0,0.0,210,True,0.7933333333333333,0.7933333333333333,0.0,1.0,True
addition→multiplication→powers,2,1,1,multiplication,addition,0,True,scratch,,0.004979759889282822,0.078125,1124,True,0.7933333333333333,0.7933333333333333,0.0,1.0,True
addition→multiplication→powers,2,1,1,multiplication,multiplication,1,False,scratch,,0.004979759889282822,0.078125,1124,True,0.82,0.82,0.0,1.0,True
addition→multiplication→powers,2,1,2,powers,addition,0,True,clone,multiplication,0.9255151369153429,0.359375,168,True,0.7933333333333333,0.7933333333333333,0.0,1.0,True
addition→multiplication→powers,2,1,2,powers,multiplication,1,True,clone,multiplication,0.9255151369153429,0.359375,168,True,0.82,0.82,0.0,1.0,True
addition→multiplication→powers,2,1,2,powers,powers,2,False,clone,multiplication,0.9255151369153429,0.359375,168,True,0.8933333333333333,0.8933333333333333,0.0,1.0,True
addition→multiplication→powers,2,2,0,addition,addition,0,False,scratch,,0.0,0.0,295,True,0.88,0.88,0.0,1.0,True
addition→multiplication→powers,2,2,1,multiplication,addition,0,True,scratch,,0.0020707327034707877,0.046875,1070,True,0.88,0.88,0.0,1.0,True
addition→multiplication→powers,2,2,1,multiplication,multiplication,1,False,scratch,,0.0020707327034707877,0.046875,1070,True,0.8066666666666666,0.8066666666666666,0.0,1.0,True
